state_id,score_summary_path,task_id,repository,condition,seed,num_agents,oracle_size,mean_confidence,all_agents_report_completion,mean_pairwise_item_jaccard_from_runs,mean_pairwise_item_jaccard_from_score,mean_pairwise_source_jaccard,source_coverage_count,file_coverage_count,union_found,union_true_positive,union_recall,union_precision,consensus_recall,holdout_gain,holdout_new_true_items,false_completion_theta_090,false_completion_theta_095,false_completion_theta_100,singleton_ratio_from_runs,singleton_ratio_from_score,source_pairwise_cosine,source_entropy_effective_rank,source_normalized_effective_rank,file_entropy_effective_rank,source_logdet_volume,source_marginal_logdet_gain,source_concentration_entropy,source_concentration_hhi,source_concentration_gini,singular_values
online_audit_controller/T5_requests_tls/seed04/independent_context,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed04/independent_context/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,independent_context,seed04,3,304,0.7733333333333333,True,0.2820886375764424,0.2820886375764424,0.3333333333333333,8,13,307,224,0.7368421052631579,0.7296416938110749,0.6282894736842105,,0,True,True,True,0.20521172638436483,0.20521172638436483,0.4461118309538792,2.404399345268749,0.8014664484229163,2.5952042687549004,26.660006674637465,8.309248912080204,1.4422605154967776,0.33062802823442605,0.5923321234119783,209.503;65.8721;44.5918
online_audit_controller/T5_requests_tls/seed05/homogeneous,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed05/homogeneous/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,homogeneous,seed05,3,304,0.8033333333333333,True,0.8262646718166308,0.8262646718166308,0.9166666666666666,8,13,318,223,0.7335526315789473,0.7012578616352201,0.6743421052631579,,0,True,True,True,0.14779874213836477,0.14779874213836477,0.998491784997559,1.1955421786160871,0.39851405953869573,1.2658822429476344,17.392358652593845,3.520908146079207,1.3648532598749954,0.36132115101869355,0.6228864734299517,287.662;8.78266;2.36698
online_audit_controller/T5_requests_tls/seed05/independent_context,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed05/independent_context/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,independent_context,seed05,3,304,0.7066666666666667,True,0.2803507675781143,0.2803507675781143,0.3333333333333333,8,13,306,223,0.7335526315789473,0.7287581699346405,0.6151315789473685,,0,True,True,True,0.21895424836601307,0.21895424836601307,0.43696752198939287,2.3342447275609186,0.7780815758536396,2.523201568004624,26.478872521042234,8.166631329277433,1.3866872998481965,0.355623264035014,0.6139908256880735,216.899;65.6707;39.4626
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed05/prompt_diverse/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,prompt_diverse,seed05,3,304,0.7733333333333333,True,0.7645289001697418,0.7645289001697418,0.8333333333333334,8,13,303,222,0.7302631578947368,0.7326732673267327,0.6447368421052632,,0,True,True,True,0.17491749174917492,0.17491749174917492,0.9969111524107738,1.2970273831966155,0.4323424610655385,1.3285550052459523,19.213118871341692,4.52530940951926,1.3908090922983987,0.34714793210824085,0.6157284768211921,257.333;10.368;5.5704
online_audit_controller/T5_requests_tls/seed05/source_partitioned,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed05/source_partitioned/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,source_partitioned,seed05,3,304,0.84,True,0.0,0.0,0.0,8,13,299,220,0.7236842105263158,0.7357859531772575,0.0,,0,True,True,True,1.0,1.0,0.0,2.468463981094941,0.822821327031647,2.6834220463557563,25.614256824048436,7.69514062364953,1.3829619667331303,0.35895571637901136,0.6124581939799332,166;53.1601;41.3401
online_audit_controller/T5_requests_tls/seed06/homogeneous,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed06/homogeneous/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,homogeneous,seed06,3,304,0.7666666666666666,True,0.7980877001479795,0.7980877001479795,1.0,8,13,317,225,0.7401315789473685,0.7097791798107256,0.6710526315789473,,0,True,True,True,0.15772870662460567,0.15772870662460567,0.9961888358761711,1.3150174570589586,0.4383391523529862,1.4043310763414694,20.05566600642916,4.9093195426603184,1.3648825231569806,0.3621521109586954,0.6237654320987653,282.041;12.1381;6.61564
online_audit_controller/T5_requests_tls/seed06/independent_context,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed06/independent_context/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,independent_context,seed06,3,304,0.6933333333333334,True,0.2847746483417215,0.2847746483417215,0.3333333333333333,8,13,311,229,0.7532894736842105,0.7363344051446945,0.6348684210526315,,0,True,True,True,0.2057877813504823,0.2057877813504823,0.4316086403879156,2.3153971419944592,0.7717990473314864,2.515376404514931,26.491118884023408,8.182784181876634,1.4087566520127182,0.35178119500006433,0.6017025089605734,221.212;66.2823;38.5715
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed06/prompt_diverse/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,prompt_diverse,seed06,3,304,0.79,True,0.7696099004967237,0.7696099004967237,1.0,8,13,326,222,0.7302631578947368,0.6809815950920245,0.6611842105263158,,0,True,True,True,0.18098159509202455,0.18098159509202455,0.9989331057286209,1.1883561803877754,0.39611872679592514,1.3154209367624472,17.433959119823307,3.574974134724524,1.414348952545409,0.3391066751995933,0.6043972939729396,273.832;6.12458;3.64061
online_audit_controller/T5_requests_tls/seed06/source_partitioned,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed06/source_partitioned/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,source_partitioned,seed06,3,304,0.85,True,0.0,0.0,0.0,8,13,306,224,0.7368421052631579,0.7320261437908496,0.0,,0,True,True,True,1.0,1.0,0.0,2.453953950681007,0.8179846502270024,2.6672039456595864,25.742973446647373,7.723992246493332,1.367095089654513,0.36509462172668633,0.6184640522875817,172;52.1824;43.3474
online_audit_controller/T5_requests_tls/seed07/homogeneous,liudang1/experiments/false_convergence_pilot/online_audit_controller/T5_requests_tls/seed07/homogeneous/score_summary.json,T5_real_repo_requests_tls_online_audit_controller,requests,homogeneous,seed07,3,304,0.7766666666666667,True,0.8314712019163406,0.8314712019163406,1.0,8,13,310,223,0.7335526315789473,0.7193548387096774,0.6776315789473685,,0,True,True,True,0.13225806451612904,0.13225806451612904,0.9995486418453216,1.1103929614579315,0.37013098715264386,1.2578843371840311,13.916429365647831,1.8840379548430182,1.4097244099815283,0.35036432456579886,0.6019656019656019,278.234;4.78974;0.789207
